@relation reordered_features_2017_format

@attribute 'Destination Port' numeric
@attribute 'Flow Duration' numeric
@attribute 'Total Length of Fwd Packets' numeric
@attribute 'FIN Flag Count' numeric
@attribute 'SYN Flag Count' numeric
@attribute 'RST Flag Count' numeric
@attribute Label {DoS}

@data
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,33,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
628,19,58,0,1,0,DoS
39527,7,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
293,10,58,0,1,0,DoS
535,2,58,0,1,0,DoS
663,2,58,0,1,0,DoS
422,1,58,0,1,0,DoS
300,1,58,0,1,0,DoS
736,2,58,0,1,0,DoS
219,1,58,0,1,0,DoS
612,2,58,0,1,0,DoS
299,1,58,0,1,0,DoS
678,2,58,0,1,0,DoS
464,1,58,0,1,0,DoS
98,2,58,0,1,0,DoS
487,1,58,0,1,0,DoS
383,2,58,0,1,0,DoS
815,1,58,0,1,0,DoS
817,2,58,0,1,0,DoS
387,1,58,0,1,0,DoS
564,2,58,0,1,0,DoS
414,1,58,0,1,0,DoS
253,2,58,0,1,0,DoS
632,1,58,0,1,0,DoS
312,1,58,0,1,0,DoS
39527,2,54,0,0,1,DoS
533,0,58,0,1,0,DoS
418,2,58,0,1,0,DoS
848,1,58,0,1,0,DoS
501,2,58,0,1,0,DoS
276,1,58,0,1,0,DoS
644,13,58,0,1,0,DoS
690,11,58,0,1,0,DoS
39527,34,54,0,0,1,DoS
202,25,58,0,1,0,DoS
39527,29,54,0,0,1,DoS
931,29,58,0,1,0,DoS
39527,32,54,0,0,1,DoS
803,26,58,0,1,0,DoS
39527,33,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,67,54,0,0,1,DoS
39527,49,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,1492,54,0,0,1,DoS
39527,2,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,534,54,0,0,1,DoS
39527,12,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,12,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,13,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,23,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,64,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
675,21266,58,0,1,0,DoS
466,10,58,0,1,0,DoS
941,2,58,0,1,0,DoS
557,2,58,0,1,0,DoS
616,2,58,0,1,0,DoS
118,1,58,0,1,0,DoS
417,2,58,0,1,0,DoS
255,2,58,0,1,0,DoS
214,1,58,0,1,0,DoS
415,2,58,0,1,0,DoS
925,2,58,0,1,0,DoS
904,1,58,0,1,0,DoS
849,1,58,0,1,0,DoS
127,2,58,0,1,0,DoS
10,1,58,0,1,0,DoS
781,2,58,0,1,0,DoS
75,1,58,0,1,0,DoS
973,2,58,0,1,0,DoS
571,1,58,0,1,0,DoS
46,2,58,0,1,0,DoS
355,1,58,0,1,0,DoS
45,2,58,0,1,0,DoS
504,13,58,0,1,0,DoS
35,2,58,0,1,0,DoS
345,1,58,0,1,0,DoS
459,2,58,0,1,0,DoS
456,1,58,0,1,0,DoS
967,2,58,0,1,0,DoS
992,1,58,0,1,0,DoS
649,20,58,0,1,0,DoS
319,57,58,0,1,0,DoS
455,58,58,0,1,0,DoS
428,58,58,0,1,0,DoS
920,57,58,0,1,0,DoS
885,59,58,0,1,0,DoS
269,57,58,0,1,0,DoS
465,58,58,0,1,0,DoS
284,58,58,0,1,0,DoS
18,58,58,0,1,0,DoS
725,58,58,0,1,0,DoS
116,58,58,0,1,0,DoS
382,59,58,0,1,0,DoS
188,57,58,0,1,0,DoS
583,59,58,0,1,0,DoS
586,61,58,0,1,0,DoS
531,55,58,0,1,0,DoS
681,58,58,0,1,0,DoS
969,58,58,0,1,0,DoS
55,57,58,0,1,0,DoS
178,59,58,0,1,0,DoS
39527,1976,54,0,0,1,DoS
39527,2,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,3,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
190,1,58,0,1,0,DoS
39527,7,54,0,0,1,DoS
617,1,58,0,1,0,DoS
626,2,58,0,1,0,DoS
731,1,58,0,1,0,DoS
779,2,58,0,1,0,DoS
377,2,58,0,1,0,DoS
381,1,58,0,1,0,DoS
804,2,58,0,1,0,DoS
742,2,58,0,1,0,DoS
136,1,58,0,1,0,DoS
889,1,58,0,1,0,DoS
261,2,58,0,1,0,DoS
423,2,58,0,1,0,DoS
360,1,58,0,1,0,DoS
213,1,58,0,1,0,DoS
490,2,58,0,1,0,DoS
471,1,58,0,1,0,DoS
44,2,58,0,1,0,DoS
609,1,58,0,1,0,DoS
187,2,58,0,1,0,DoS
739,5,58,0,1,0,DoS
286,1,58,0,1,0,DoS
704,2,58,0,1,0,DoS
897,1,58,0,1,0,DoS
233,2,58,0,1,0,DoS
454,1,58,0,1,0,DoS
350,1,58,0,1,0,DoS
405,1,58,0,1,0,DoS
39527,34,54,0,0,1,DoS
251,2,58,0,1,0,DoS
891,2,58,0,1,0,DoS
39527,32,54,0,0,1,DoS
316,3,58,0,1,0,DoS
39527,48,54,0,0,1,DoS
801,10,58,0,1,0,DoS
39527,45,54,0,0,1,DoS
103,10,58,0,1,0,DoS
39527,42,54,0,0,1,DoS
303,16,58,0,1,0,DoS
39527,39,54,0,0,1,DoS
746,19,58,0,1,0,DoS
39527,35,54,0,0,1,DoS
39527,54,54,0,0,1,DoS
39527,54,54,0,0,1,DoS
39527,54,54,0,0,1,DoS
39527,54,54,0,0,1,DoS
39527,54,54,0,0,1,DoS
39527,57,54,0,0,1,DoS
39527,47,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,54,54,0,0,1,DoS
39527,54,54,0,0,1,DoS
39527,54,54,0,0,1,DoS
39527,54,54,0,0,1,DoS
39527,1988,54,0,0,1,DoS
39527,2,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,3,54,0,0,1,DoS
39527,3,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,28,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,30,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,32,54,0,0,1,DoS
39527,67,54,0,0,1,DoS
39527,44,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
470,22620,58,0,1,0,DoS
435,10,58,0,1,0,DoS
945,2,58,0,1,0,DoS
102,2,58,0,1,0,DoS
227,2,58,0,1,0,DoS
766,1,58,0,1,0,DoS
906,2,58,0,1,0,DoS
695,1,58,0,1,0,DoS
952,2,58,0,1,0,DoS
754,2,58,0,1,0,DoS
749,1,58,0,1,0,DoS
914,2,58,0,1,0,DoS
137,1,58,0,1,0,DoS
295,2,58,0,1,0,DoS
809,1,58,0,1,0,DoS
262,2,58,0,1,0,DoS
329,2,58,0,1,0,DoS
169,2,58,0,1,0,DoS
14,1,58,0,1,0,DoS
934,2,58,0,1,0,DoS
267,2,58,0,1,0,DoS
83,1,58,0,1,0,DoS
412,2,58,0,1,0,DoS
372,1,58,0,1,0,DoS
900,2,58,0,1,0,DoS
566,2,58,0,1,0,DoS
988,1,58,0,1,0,DoS
922,2,58,0,1,0,DoS
634,18,58,0,1,0,DoS
512,2,58,0,1,0,DoS
506,57,58,0,1,0,DoS
855,56,58,0,1,0,DoS
851,58,58,0,1,0,DoS
563,57,58,0,1,0,DoS
910,58,58,0,1,0,DoS
126,58,58,0,1,0,DoS
980,59,58,0,1,0,DoS
847,58,58,0,1,0,DoS
170,58,58,0,1,0,DoS
653,61,58,0,1,0,DoS
721,53,58,0,1,0,DoS
562,61,58,0,1,0,DoS
257,57,58,0,1,0,DoS
37,59,58,0,1,0,DoS
153,61,58,0,1,0,DoS
302,52,58,0,1,0,DoS
636,60,58,0,1,0,DoS
935,59,58,0,1,0,DoS
761,57,58,0,1,0,DoS
834,58,58,0,1,0,DoS
602,1775,58,0,1,0,DoS
492,3,58,0,1,0,DoS
100,1,58,0,1,0,DoS
39527,2,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
131,10,58,0,1,0,DoS
39527,1,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
152,1,58,0,1,0,DoS
39527,1,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
237,0,58,0,1,0,DoS
39527,2,54,0,0,1,DoS
923,0,58,0,1,0,DoS
39527,2,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
336,1,58,0,1,0,DoS
39527,1,54,0,0,1,DoS
613,1,58,0,1,0,DoS
39527,1,54,0,0,1,DoS
751,1,58,0,1,0,DoS
39527,1,54,0,0,1,DoS
874,0,58,0,1,0,DoS
39527,2,54,0,0,1,DoS
328,1,58,0,1,0,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
783,1,58,0,1,0,DoS
39527,2,54,0,0,1,DoS
301,0,58,0,1,0,DoS
39527,2,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
548,0,58,0,1,0,DoS
39527,2,54,0,0,1,DoS
123,0,58,0,1,0,DoS
39527,2,54,0,0,1,DoS
895,0,58,0,1,0,DoS
39527,2,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
146,0,58,0,1,0,DoS
905,1,58,0,1,0,DoS
806,2,58,0,1,0,DoS
420,2,58,0,1,0,DoS
740,1,58,0,1,0,DoS
353,2,58,0,1,0,DoS
252,1,58,0,1,0,DoS
234,2,58,0,1,0,DoS
211,2,58,0,1,0,DoS
457,1,58,0,1,0,DoS
689,2,58,0,1,0,DoS
39527,12,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
692,11,58,0,1,0,DoS
650,1,58,0,1,0,DoS
39527,42,54,0,0,1,DoS
808,10,58,0,1,0,DoS
39527,43,54,0,0,1,DoS
978,12,58,0,1,0,DoS
39527,49,54,0,0,1,DoS
476,10,58,0,1,0,DoS
39527,47,54,0,0,1,DoS
784,11,58,0,1,0,DoS
39527,47,54,0,0,1,DoS
569,10,58,0,1,0,DoS
39527,48,54,0,0,1,DoS
823,11,58,0,1,0,DoS
39527,48,54,0,0,1,DoS
974,10,58,0,1,0,DoS
39527,48,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,61,54,0,0,1,DoS
39527,53,54,0,0,1,DoS
39527,60,54,0,0,1,DoS
39527,59,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,61,54,0,0,1,DoS
39527,52,54,0,0,1,DoS
39527,60,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,1782,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,15,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,13,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,18,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,35,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,36,54,0,0,1,DoS
39527,67,54,0,0,1,DoS
39527,52,54,0,0,1,DoS
39527,56,54,0,0,1,DoS
39527,56,54,0,0,1,DoS
39527,60,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
959,21664,58,0,1,0,DoS
362,14,58,0,1,0,DoS
229,2,58,0,1,0,DoS
469,2,58,0,1,0,DoS
346,2,58,0,1,0,DoS
926,2,58,0,1,0,DoS
484,2,58,0,1,0,DoS
283,2,58,0,1,0,DoS
594,1,58,0,1,0,DoS
623,2,58,0,1,0,DoS
520,1,58,0,1,0,DoS
391,2,58,0,1,0,DoS
314,2,58,0,1,0,DoS
699,2,58,0,1,0,DoS
706,1,58,0,1,0,DoS
912,2,58,0,1,0,DoS
878,2,58,0,1,0,DoS
78,2,58,0,1,0,DoS
305,1,58,0,1,0,DoS
794,2,58,0,1,0,DoS
581,2,58,0,1,0,DoS
637,1,58,0,1,0,DoS
280,2,58,0,1,0,DoS
799,2,58,0,1,0,DoS
467,2,58,0,1,0,DoS
568,1,58,0,1,0,DoS
707,2,58,0,1,0,DoS
939,1,58,0,1,0,DoS
171,20,58,0,1,0,DoS
401,3,58,0,1,0,DoS
433,48,58,0,1,0,DoS
248,58,58,0,1,0,DoS
247,58,58,0,1,0,DoS
673,57,58,0,1,0,DoS
191,59,58,0,1,0,DoS
144,57,58,0,1,0,DoS
958,58,58,0,1,0,DoS
510,58,58,0,1,0,DoS
402,60,58,0,1,0,DoS
154,57,58,0,1,0,DoS
698,59,58,0,1,0,DoS
407,57,58,0,1,0,DoS
954,58,58,0,1,0,DoS
989,58,58,0,1,0,DoS
201,59,58,0,1,0,DoS
723,58,58,0,1,0,DoS
869,58,58,0,1,0,DoS
679,58,58,0,1,0,DoS
389,58,58,0,1,0,DoS
643,57,58,0,1,0,DoS
511,1772,58,0,1,0,DoS
36,2,58,0,1,0,DoS
48,2,58,0,1,0,DoS
857,2,58,0,1,0,DoS
462,2,58,0,1,0,DoS
39527,2,54,0,0,1,DoS
363,10,58,0,1,0,DoS
39527,2,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
61,2,58,0,1,0,DoS
39527,2,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
215,9,58,0,1,0,DoS
39527,2,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
984,2,58,0,1,0,DoS
39527,1,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
408,9,58,0,1,0,DoS
39527,2,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
479,2,58,0,1,0,DoS
682,1,58,0,1,0,DoS
439,2,58,0,1,0,DoS
13,2,58,0,1,0,DoS
97,1,58,0,1,0,DoS
114,2,58,0,1,0,DoS
130,2,58,0,1,0,DoS
394,2,58,0,1,0,DoS
148,2,58,0,1,0,DoS
39527,1,54,0,0,1,DoS
877,10,58,0,1,0,DoS
39527,1,54,0,0,1,DoS
282,3,58,0,1,0,DoS
860,1,58,0,1,0,DoS
108,2,58,0,1,0,DoS
31,2,58,0,1,0,DoS
56,1,58,0,1,0,DoS
164,2,58,0,1,0,DoS
744,2,58,0,1,0,DoS
843,2,58,0,1,0,DoS
132,14,58,0,1,0,DoS
674,2,58,0,1,0,DoS
39527,15,54,0,0,1,DoS
399,4,58,0,1,0,DoS
39527,52,54,0,0,1,DoS
572,11,58,0,1,0,DoS
39527,50,54,0,0,1,DoS
605,3,58,0,1,0,DoS
39527,49,54,0,0,1,DoS
844,10,58,0,1,0,DoS
39527,50,54,0,0,1,DoS
92,10,58,0,1,0,DoS
39527,46,54,0,0,1,DoS
508,10,58,0,1,0,DoS
39527,50,54,0,0,1,DoS
77,10,58,0,1,0,DoS
39527,45,54,0,0,1,DoS
933,10,58,0,1,0,DoS
39527,53,54,0,0,1,DoS
259,10,58,0,1,0,DoS
39527,50,54,0,0,1,DoS
39527,53,54,0,0,1,DoS
39527,60,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,59,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,57,54,0,0,1,DoS
39527,1772,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,12,54,0,0,1,DoS
39527,11,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,15,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,12,54,0,0,1,DoS
39527,11,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,13,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,11,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,14,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,32,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,59,54,0,0,1,DoS
39527,56,54,0,0,1,DoS
39527,60,54,0,0,1,DoS
39527,59,54,0,0,1,DoS
39527,55,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,57,54,0,0,1,DoS
39527,62,54,0,0,1,DoS
230,21812,58,0,1,0,DoS
658,9,58,0,1,0,DoS
437,2,58,0,1,0,DoS
963,2,58,0,1,0,DoS
104,2,58,0,1,0,DoS
522,2,58,0,1,0,DoS
515,1,58,0,1,0,DoS
325,2,58,0,1,0,DoS
452,4,58,0,1,0,DoS
879,3,58,0,1,0,DoS
917,1,58,0,1,0,DoS
151,2,58,0,1,0,DoS
942,2,58,0,1,0,DoS
124,2,58,0,1,0,DoS
964,1,58,0,1,0,DoS
593,2,58,0,1,0,DoS
96,1,58,0,1,0,DoS
112,2,58,0,1,0,DoS
87,2,58,0,1,0,DoS
5,2,58,0,1,0,DoS
544,2,58,0,1,0,DoS
183,1,58,0,1,0,DoS
758,2,58,0,1,0,DoS
121,2,58,0,1,0,DoS
802,2,58,0,1,0,DoS
937,1,58,0,1,0,DoS
39,2,58,0,1,0,DoS
468,2,58,0,1,0,DoS
592,16,58,0,1,0,DoS
395,2,58,0,1,0,DoS
861,53,58,0,1,0,DoS
207,57,58,0,1,0,DoS
911,58,58,0,1,0,DoS
442,60,58,0,1,0,DoS
218,58,58,0,1,0,DoS
242,56,58,0,1,0,DoS
90,59,58,0,1,0,DoS
518,58,58,0,1,0,DoS
687,57,58,0,1,0,DoS
932,58,58,0,1,0,DoS
106,60,58,0,1,0,DoS
317,56,58,0,1,0,DoS
529,59,58,0,1,0,DoS
565,58,58,0,1,0,DoS
347,58,58,0,1,0,DoS
274,58,58,0,1,0,DoS
270,58,58,0,1,0,DoS
517,58,58,0,1,0,DoS
358,58,58,0,1,0,DoS
765,58,58,0,1,0,DoS
39527,1918,54,0,0,1,DoS
39527,2,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
411,1,58,0,1,0,DoS
39527,11,54,0,0,1,DoS
475,1,58,0,1,0,DoS
930,2,58,0,1,0,DoS
864,1,58,0,1,0,DoS
298,2,58,0,1,0,DoS
65,2,58,0,1,0,DoS
669,2,58,0,1,0,DoS
155,1,58,0,1,0,DoS
343,2,58,0,1,0,DoS
174,1,58,0,1,0,DoS
47,2,58,0,1,0,DoS
32,2,58,0,1,0,DoS
204,1,58,0,1,0,DoS
19,2,58,0,1,0,DoS
481,1,58,0,1,0,DoS
953,2,58,0,1,0,DoS
509,2,58,0,1,0,DoS
52,1,58,0,1,0,DoS
652,2,58,0,1,0,DoS
272,1,58,0,1,0,DoS
446,2,58,0,1,0,DoS
324,1,58,0,1,0,DoS
819,2,58,0,1,0,DoS
226,2,58,0,1,0,DoS
965,1,58,0,1,0,DoS
767,2,58,0,1,0,DoS
598,1,58,0,1,0,DoS
370,2,58,0,1,0,DoS
39527,31,54,0,0,1,DoS
246,2,58,0,1,0,DoS
870,2,58,0,1,0,DoS
39527,28,54,0,0,1,DoS
57,11,58,0,1,0,DoS
39527,42,54,0,0,1,DoS
621,11,58,0,1,0,DoS
39527,47,54,0,0,1,DoS
434,10,58,0,1,0,DoS
39527,42,54,0,0,1,DoS
842,16,58,0,1,0,DoS
39527,39,54,0,0,1,DoS
782,19,58,0,1,0,DoS
39527,35,54,0,0,1,DoS
440,23,58,0,1,0,DoS
39527,89,54,0,0,1,DoS
39527,2,54,0,0,1,DoS
824,7,58,0,1,0,DoS
635,21,58,0,1,0,DoS
39527,20,54,0,0,1,DoS
266,35,58,0,1,0,DoS
39527,28,54,0,0,1,DoS
774,26,58,0,1,0,DoS
39527,29,54,0,0,1,DoS
854,33,58,0,1,0,DoS
39527,25,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,58,54,0,0,1,DoS
39527,59,54,0,0,1,DoS
39527,57,54,0,0,1,DoS
39527,2001,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,0,54,0,0,1,DoS
39527,46,54,0,0,1,DoS
39527,1,54,0,0,1,DoS
39527,47,54,0,0,1,DoS
39527,61,54,0,0,1,DoS
39527,61,54,0,0,1,DoS
39527,53,54,0,0,1,DoS
39527,61,54,0,0,1,DoS
39527,135,54,0,0,1,DoS
39527,3,54,0,0,1,DoS
39527,37,54,0,0,1,DoS
39527,52,54,0,0,1,DoS
39527,61,54,0,0,1,DoS
323,21556,58,0,1,0,DoS
231,8,58,0,1,0,DoS
726,2,58,0,1,0,DoS
800,1,58,0,1,0,DoS
771,2,58,0,1,0,DoS
701,1,58,0,1,0,DoS
206,2,58,0,1,0,DoS
724,1,58,0,1,0,DoS
429,2,58,0,1,0,DoS
983,1,58,0,1,0,DoS
205,2,58,0,1,0,DoS
975,1,58,0,1,0,DoS
966,2,58,0,1,0,DoS
835,1,58,0,1,0,DoS
702,2,58,0,1,0,DoS
142,2,58,0,1,0,DoS
883,1,58,0,1,0,DoS
228,2,58,0,1,0,DoS
648,1,58,0,1,0,DoS
607,2,58,0,1,0,DoS
601,1,58,0,1,0,DoS
101,2,58,0,1,0,DoS
686,2,58,0,1,0,DoS
161,1,58,0,1,0,DoS
125,2,58,0,1,0,DoS
249,1,58,0,1,0,DoS
651,2,58,0,1,0,DoS
